"conceptId","term","read2_code","read2_term","read2_chapter"
"164900003","Electrocardiogram: partial sinoatrial block (finding)","3292.00","ECG: partial sinu-atrial block","3 - Diagnostic procedures"
"164901004","Electrocardiographic complete sinoatrial block (finding)","3293.00","ECG:complete sinu-atrial block","3 - Diagnostic procedures"
"164902006","Electrocardiogram: partial atrioventricular block - long PR (finding)","3294.00","ECG:partial A-V block-long P-R","3 - Diagnostic procedures"
"164903001","Electrocardiogram: partial atrioventricular block - 2:1 (finding)","3295.00","ECG: partial A-V block - 2:1","3 - Diagnostic procedures"
"164904007","Electrocardiogram: partial atrioventricular block - 3:1 (finding)","3296.00","ECG: partial A-V block - 3:1","3 - Diagnostic procedures"
"164905008","Mobitz type I second degree atrioventricular block on electrocardiogram (finding)","3297.11","Electrocardiogram: Mobitz type 1 second degree atrioventricular block","3 - Diagnostic procedures"
"164905008","Mobitz type I second degree atrioventricular block on electrocardiogram (finding)","3297.00","ECG: Wenckebach phenomenon","3 - Diagnostic procedures"
"164906009","Electrocardiographic complete atrioventricular block (finding)","3298.00","ECG: complete A-V block","3 - Diagnostic procedures"
"164907000","Electrocardiographic right bundle branch block (finding)","3299.00","ECG: right bundle branch block","3 - Diagnostic procedures"
"164909002","Electrocardiographic left bundle branch block (finding)","329A.00","ECG: left bundle branch block","3 - Diagnostic procedures"
"164911006","Electrocardiographic P wave normal (finding)","32A1.00","ECG: P wave normal","3 - Diagnostic procedures"
"164912004","Electrocardiographic P wave abnormal (finding)","32A2.00","ECG: P wave abnormal","3 - Diagnostic procedures"
"164913009","P mitrale (finding)","32A3.00","ECG: P mitrale","3 - Diagnostic procedures"
"164914003","P pulmonale (finding)","32A4.00","ECG: P pulmonale","3 - Diagnostic procedures"
"164916001","Electrocardiogram: Q wave normal (finding)","32B1.00","ECG: Q wave normal","3 - Diagnostic procedures"
"164917005","Electrocardiographic Q wave abnormal (finding)","32B2.00","ECG: Q wave abnormal","3 - Diagnostic procedures"
"164918000","Pathological Q wave (finding)","32B3.00","ECG: Q wave pathological","3 - Diagnostic procedures"
"164920002","Electrocardiogram: R wave normal (finding)","32C1.00","ECG: R wave normal","3 - Diagnostic procedures"
"164921003","Electrocardiographic R wave abnormal (finding)","32C2.00","ECG: R wave abnormal","3 - Diagnostic procedures"
"164922005","Tall R wave (finding)","32C3.00","ECG: R wave tall","3 - Diagnostic procedures"
"164924006","Electrocardiogram: S wave normal (finding)","32D1.00","ECG: S wave normal","3 - Diagnostic procedures"
"164925007","Electrocardiographic S wave abnormal (finding)","32D2.00","ECG: S wave abnormal","3 - Diagnostic procedures"
"164926008","Deep S wave (finding)","32D3.00","ECG: S wave deep","3 - Diagnostic procedures"
"164928009","Electrocardiogram: ST interval (observable entity)","32E..00","ECG: S-T interval","3 - Diagnostic procedures"
"164929001","Electrocardiogram: ST interval normal (finding)","32E1.00","ECG: S-T interval normal","3 - Diagnostic procedures"
"164930006","Electrocardiographic ST interval abnormal (finding)","32E2.00","ECG: S-T interval abnormal","3 - Diagnostic procedures"
"164931005","ST elevation (observable entity)","32E3.00","ECG: S-T elevation","3 - Diagnostic procedures"
"164933008","Electrocardiogram: T wave normal (finding)","32F1.00","ECG: T wave normal","3 - Diagnostic procedures"
"164934002","Electrocardiographic T wave abnormal (finding)","32F2.00","ECG: T wave abnormal","3 - Diagnostic procedures"
"164936000","Electrocardiogram: U wave normal (finding)","32G1.00","ECG: U wave normal","3 - Diagnostic procedures"
"164937009","Electrocardiographic U wave abnormal (finding)","32G2.00","ECG: U wave abnormal","3 - Diagnostic procedures"
"164938004","Electrocardiogram: U wave exaggerated (finding)","32G3.00","ECG: U wave exaggerated","3 - Diagnostic procedures"
"164940009","Finding of electrocardiogram F wave (finding)","32HZ.00","ECG: F wave NOS","3 - Diagnostic procedures"
"164940009","Finding of electrocardiogram F wave (finding)","32H..00","ECG: F wave","3 - Diagnostic procedures"
"164941008","Electrocardiogram: F wave absent (finding)","32H1.00","ECG: F wave absent","3 - Diagnostic procedures"
"164942001","Electrocardiogram: F wave present (finding)","32H2.00","ECG: F wave present","3 - Diagnostic procedures"
"164944000","PR interval feature (observable entity)","32I..00","ECG: P-R interval","3 - Diagnostic procedures"
"164945004","Electrocardiogram: P-R interval normal (finding)","32I1.00","ECG: P-R interval normal","3 - Diagnostic procedures"
"164946003","Electrocardiographic P-R interval abnormal (finding)","32I2.00","ECG: P-R interval abnormal","3 - Diagnostic procedures"
"164947007","Prolonged PR interval (finding)","32I3.00","ECG: P-R interval prolonged","3 - Diagnostic procedures"
"164949005","QRS complex feature (observable entity)","32J..00","ECG: QRS complex","3 - Diagnostic procedures"
"164949005","QRS complex feature (observable entity)","32JZ.00","ECG: QRS complex NOS","3 - Diagnostic procedures"
"164950005","Electrocardiogram: QRS complex normal (finding)","32J1.00","ECG: QRS complex normal","3 - Diagnostic procedures"
"164951009","Electrocardiographic QRS complex abnormal (finding)","32J2.00","ECG: QRS complex abnormal","3 - Diagnostic procedures"
"164955000","Electrocardiogram: Q-T interval normal (finding)","32K1.00","ECG: Q-T interval normal","3 - Diagnostic procedures"
"164956004","Electrocardiogram: Q-T interval abnormal (finding)","32K2.00","ECG: Q-T interval abnormal","3 - Diagnostic procedures"
"164961002","Physiological function tests (procedure)","33...00","Physiological function tests","3 - Diagnostic procedures"
"164961002","Physiological function tests (procedure)","33Z..00","Physiol. function test NOS","3 - Diagnostic procedures"
"164962009","Skin test for susceptibility (procedure)","331..00","Skin test for susceptibility","3 - Diagnostic procedures"
"164963004","Susceptibility skin test done (situation)","3311.00","Susceptib. skin test done","3 - Diagnostic procedures"
"164964005","Susceptibility skin test not done (situation)","3312.00","Susceptib. skin test not done","3 - Diagnostic procedures"
"164965006","Susceptibility skin test normal (finding)","3313.00","Susceptib. skin test normal","3 - Diagnostic procedures"
"164966007","Susceptibility skin test abnormal (finding)","3314.00","Susceptib. skin test abnormal","3 - Diagnostic procedures"
"164967003","Brucellosis skin test (procedure)","3315.00","Skin test brucellosis","3 - Diagnostic procedures"
"164967003","Brucellosis skin test (procedure)","3315.11","Brucella susc.skin test","3 - Diagnostic procedures"
"164969000","Dick test negative (finding)","3317000","Dick test negative","3 - Diagnostic procedures"
"164970004","Dick test positive (finding)","3317100","Dick test positive","3 - Diagnostic procedures"
"164971000","Schick test (procedure)","3318.00","Schick skin test: diphtheria","3 - Diagnostic procedures"
"164971000","Schick test (procedure)","3318.11","Diphth. susc. skin test","3 - Diagnostic procedures"
"164971000","Schick test (procedure)","3318.12","Schick skin test","3 - Diagnostic procedures"
"164972007","Schick test negative (finding)","3318000","Schick test negative","3 - Diagnostic procedures"
"164973002","Schick test positive (finding)","3318100","Schick test positive","3 - Diagnostic procedures"
"164974008","Skin test: lymphogran.venereum (procedure)","3319.00","Skin test: lymphogran.venereum","3 - Diagnostic procedures"
"164977001","Mantoux test done (situation)","3321.00","Mantoux test done","3 - Diagnostic procedures"
"164978006","Mantoux test not done (situation)","3322.00","Mantoux test not done","3 - Diagnostic procedures"
"164980000","Mantoux: delayed reaction (finding)","3324.00","Mantoux: delayed reaction","3 - Diagnostic procedures"
"164983003","Kveim test (procedure)","333..00","Sarcoid testing - Kveim","3 - Diagnostic procedures"
"164983003","Kveim test (procedure)","333Z.00","Kveim test NOS","3 - Diagnostic procedures"
"164984009","Kveim test done (situation)","3331.00","Kveim test done","3 - Diagnostic procedures"
"164985005","Kveim test not done (situation)","3332.00","Kveim test not done","3 - Diagnostic procedures"
"164986006","Kveim test negative (finding)","3333.00","Kveim test negative","3 - Diagnostic procedures"
"164987002","Kveim test positive (finding)","3334.00","Kveim test positive","3 - Diagnostic procedures"
"164996002","Hypersensitivity skin test done (situation)","3351.00","Hypersens. skin test done","3 - Diagnostic procedures"
"164997006","Hypersensitivity skin test not done (situation)","3352.00","Hypersens. skin test not done","3 - Diagnostic procedures"
"164998001","Hypersensitivity skin test: no reaction (finding)","3353.00","Hypersens. skin test: no react","3 - Diagnostic procedures"
"164999009","Skin: type 3 delayed reaction (finding)","3354.00","Skin: type 3 delayed reaction","3 - Diagnostic procedures"
"165000009","Type 1 skin hypersensitivity reaction (finding)","3355.00","Skin:type 1 immediate reaction","3 - Diagnostic procedures"
"165001008","Type 4 hypersensitivity response (finding)","3356.00","Skin: type 4 late reaction","3 - Diagnostic procedures"
"165002001","Skin testing: metals (procedure)","3357.00","Skin testing: metals","3 - Diagnostic procedures"
"165003006","Echinococcus extract skin test (procedure)","3358.00","Casoni skin test","3 - Diagnostic procedures"
"165004000","Allergy skin test positive (finding)","3359.00","Allergy skin test positive","3 - Diagnostic procedures"
"165007007","Allergy testing done (situation)","3361.00","Allergy testing done","3 - Diagnostic procedures"
"165008002","Allergy testing not done (situation)","3362.00","Allergy testing not done","3 - Diagnostic procedures"
"165009005","Allergy testing - no reaction (finding)","3363.00","Allergy testing - no reaction","3 - Diagnostic procedures"
"165010000","Nasal provocation test (procedure)","3364.00","Nasal allergy challenge","3 - Diagnostic procedures"
"165011001","Bronchial provocation test (procedure)","3365.00","Bronchial allergy challenge","3 - Diagnostic procedures"
"165012008","Subconjunct. allergy challenge (procedure)","3366.00","Subconjunct. allergy challenge","3 - Diagnostic procedures"
"165013003","Sublingual allergy challenge (procedure)","3367.00","Sublingual allergy challenge","3 - Diagnostic procedures"
"165014009","Allergy test positive (finding)","3368.00","Allergy test positive","3 - Diagnostic procedures"
"165016006","Lung function testing done (situation)","3371.00","Lung function testing done","3 - Diagnostic procedures"
"165017002","Lung function testing not done (situation)","3372.00","Lung function testing not done","3 - Diagnostic procedures"
"165018007","Lung function testing normal (finding)","3373.00","Lung function testing normal","3 - Diagnostic procedures"
"165019004","Lung function testing abnormal (finding)","3374.00","Lung function testing abnormal","3 - Diagnostic procedures"
"165020005","Lung function mildly obstructed (finding)","3375.00","Lung function mildly obstruct.","3 - Diagnostic procedures"
"165021009","Lung function significantly obstructed (finding)","3376.00","Lung function signific. obstr.","3 - Diagnostic procedures"
"165022002","Lung function restrictive (finding)","3377.00","Lung function restrictive","3 - Diagnostic procedures"
"165025000","Lung volume test done (situation)","3381.00","Lung volume test done","3 - Diagnostic procedures"
"165026004","Lung volume test not done (situation)","3382.00","Lung volume test not done","3 - Diagnostic procedures"
"165027008","Lung volume test normal (finding)","3383.00","Lung volume test normal","3 - Diagnostic procedures"
"165028003","Lung volume test abnormal (finding)","3384.00","Lung volume test abnormal","3 - Diagnostic procedures"
"165033004","Respiratory flow rate (observable entity)","339Z.00","Respiratory flow rates NOS","3 - Diagnostic procedures"
"165033004","Respiratory flow rate (observable entity)","339..00","Respiratory flow rates","3 - Diagnostic procedures"
"165034005","Respiratory flow rate measured (situation)","3391.00","Resp. flow rate measured","3 - Diagnostic procedures"
"165035006","Respiratory flow rate not measured (situation)","3392.00","Resp. flow rate not measured","3 - Diagnostic procedures"
