"conceptId","term","read2_code","read2_term","read2_chapter"
"159262001","Ship skipper (occupation)","05I2.00","Ship skipper","0 - Occupations"
"159264000","Ship mate (occupation)","05I3.00","Ship mate","0 - Occupations"
"159267007","Trainee architect (occupation)","05J4.00","Trainee architect","0 - Occupations"
"159269005","Marine surveyor (occupation)","05K3.00","Marine surveyor","0 - Occupations"
"159270006","Building surveyor (occupation)","05K5.00","Building surveyor","0 - Occupations"
"159271005","Insurance surveyor (occupation)","05K6.00","Insurance surveyor","0 - Occupations"
"159272003","Surveyor trainee (occupation)","05K8.00","Surveyor trainee","0 - Occupations"
"159274002","Chief draftsman (occupation)","05L1.00","Chief draughtsman","0 - Occupations"
"159275001","Design draftsman (occupation)","05L2.00","Design draughtsman","0 - Occupations"
"159276000","Detail draftsman (occupation)","05L6.00","Detail draughtsman","0 - Occupations"
"159277009","Technical drawing checker (occupation)","05L7.00","Technical drawing checker","0 - Occupations"
"159278004","Map checker (occupation)","05L8.00","Map checker","0 - Occupations"
"159279007","Stressman (occupation)","05L9.00","Stressman","0 - Occupations"
"159280005","Trainee draftsman (occupation)","05LB.00","Trainee draughtsman","0 - Occupations"
"159282002","Laboratory technician (occupation)","05MZ.00","Laboratory technician NOS","0 - Occupations"
"159282002","Laboratory technician (occupation)","05M..00","Laboratory technicians","0 - Occupations"
"159283007","Laboratory technician - general science (occupation)","05M1.00","Lab.tech.- general science","0 - Occupations"
"159284001","Laboratory technician - biology (occupation)","05M2.00","Lab.technician - biology","0 - Occupations"
"159285000","Medical laboratory technician (occupation)","05M5.00","Medical laboratory technician","0 - Occupations"
"159286004","Laboratory technician - materials preparation (occupation)","05M6.00","Lab.technician-materials prep.","0 - Occupations"
"159287008","Laboratory technician - analysis (occupation)","05M7.00","Lab.technician - analysis","0 - Occupations"
"159288003","Laboratory technician - equipment operation (occupation)","05M8.00","Lab.tech.- equipment operation","0 - Occupations"
"159289006","Trainee laboratory technician (occupation)","05M9.00","Trainee lab. technician","0 - Occupations"
"159292005","Quantity surveyor assistant (occupation)","05N1.00","Quantity surveyor assistant","0 - Occupations"
"159293000","Town planning technician (occupation)","05N2.00","Town planning technician","0 - Occupations"
"159294006","Architectural technician (occupation)","05N3.00","Architectural technician","0 - Occupations"
"159297004","Electrical engineering technical assistant (occupation)","05O2.00","Elect.eng.tech.assistant","0 - Occupations"
"159298009","Chemical engineering technical assistant (occupation)","05O3.00","Chem.eng.tech.assistant","0 - Occupations"
"159300009","Technical controller - installation (occupation)","05P..00","Tech. controller- installation","0 - Occupations"
"159301008","Test engineer (occupation)","05Q..00","Test engineer","0 - Occupations"
"159301008","Test engineer (occupation)","05QZ.00","Test engineer NOS","0 - Occupations"
"159302001","Test engineer - mechanical engineer (occupation)","05Q1.00","Test engineer - mech.eng.","0 - Occupations"
"159303006","Test engineer - electrical engineer (occupation)","05Q2.00","Test engineer - elect.eng.","0 - Occupations"
"159304000","Test engineer - chemical engineer (occupation)","05Q3.00","Test engineer - chem.eng","0 - Occupations"
"159306003","Maintenance technician (occupation)","05R..00","Maintenance technicians","0 - Occupations"
"159306003","Maintenance technician (occupation)","05RZ.00","Maintenance technician NOS","0 - Occupations"
"159306003","Maintenance technician (occupation)","05R1.00","Maintenance technician","0 - Occupations"
"159308002","Maintenance technician - electrical engineering (occupation)","05R2.00","Maintenance tech.- elect.eng.","0 - Occupations"
"159309005","Maintenance technician - chemical engineering (occupation)","05R3.00","Maintenance tech.- chem.eng.","0 - Occupations"
"159311001","Technical service advisor - mechanical engineering (occupation)","05S1.00","Tech.service adv.- mech.eng.","0 - Occupations"
"159312008","Technical service advisor - electrical engineering (occupation)","05S2.00","Tech.service adv.-elect.eng.","0 - Occupations"
"159313003","Technical service advisor - chemical engineering (occupation)","05S3.00","Tech.service adv.-chem. eng.","0 - Occupations"
"159316006","Hovercraft commander (occupation)","05Z1.00","Hovercraft commander","0 - Occupations"
"159317002","Hovercraft engineer officer (occupation)","05Z2.00","Hovercraft engineer officer","0 - Occupations"
"159318007","Hovercraft navigator (occupation)","05Z3.00","Hovercraft navigator","0 - Occupations"
"159319004","Planning engineer (occupation)","05Z4.00","Planning engineer","0 - Occupations"
"159319004","Planning engineer (occupation)","05D..11","Planning engineers","0 - Occupations"
"159320005","Materials planner (occupation)","05Z5.00","Materials planner","0 - Occupations"
"159321009","Numerical control planner (occupation)","05Z6.00","Numerical control planner","0 - Occupations"
"159322002","Quality control engineer (occupation)","05Z7.00","Quality control engineer","0 - Occupations"
"159322002","Quality control engineer (occupation)","05D..12","Quality control engineers","0 - Occupations"
"159323007","Patent engineer (occupation)","05Z9.00","Patent engineer","0 - Occupations"
"159324001","Technical assistant (occupation)","05N..00","Other technical assistants","0 - Occupations"
"159324001","Technical assistant (occupation)","05NZ.00","Other technical assistants NOS","0 - Occupations"
"159324001","Technical assistant (occupation)","05ZA.00","Technical assistant","0 - Occupations"
"159324001","Technical assistant (occupation)","05OZ.00","General tech.assistant NOS","0 - Occupations"
"159326004","Managerial occupation (occupation)","06...00","Managerial occupations","0 - Occupations"
"159328003","Works manager (occupation)","0611.00","Works manager","0 - Occupations"
"159329006","Production control manager (occupation)","0612.00","Production control manager","0 - Occupations"
"159330001","Production superintendent (occupation)","0613.00","Production superintendant","0 - Occupations"
"159331002","Productive executive (occupation)","0614.00","Productive executive","0 - Occupations"
"159332009","Trainee manager - works (occupation)","0615.00","Trainee manager - works","0 - Occupations"
"159334005","Engineer maintenance manager (occupation)","062..00","Engineer maintenance manager","0 - Occupations"
"159334005","Engineer maintenance manager (occupation)","0621.00","Eng.maintenance manager","0 - Occupations"
"159334005","Engineer maintenance manager (occupation)","062Z.00","Engineer maint.manager NOS","0 - Occupations"
"159336007","Motive power superintendent (occupation)","0622.00","Motive power superintendant","0 - Occupations"
"159337003","Aircraft maintenance manager (occupation)","0623.00","Aircraft maintenance manager","0 - Occupations"
"159340003","Contracts manager (occupation)","0631.00","Contracts manager","0 - Occupations"
"159342006","Site agent (occupation)","0632.00","Site agent","0 - Occupations"
"159343001","Sub-agent (occupation)","0633.00","Sub-agent","0 - Occupations"
"159344007","Site engineer (occupation)","0634.00","Site engineer","0 - Occupations"
"159345008","General foreman (construction) (occupation)","0635.00","General foreman (construction)","0 - Occupations"
"159346009","Resident engineer-construction (occupation)","0636.00","Resident engineer-construction","0 - Occupations"
"159347000","Manager - small works (occupation)","0638.00","Manager - small works","0 - Occupations"
"159348005","Buildings maintenance manager (occupation)","0639.00","Buildings maintenance manager","0 - Occupations"
"159349002","Trainee construction manager (occupation)","063A.00","Trainee construction manager","0 - Occupations"
"159352005","Mine manager (occupation)","064..12","Mine manager","0 - Occupations"
"159352005","Mine manager (occupation)","0641.00","Mine manager","0 - Occupations"
"159353000","Overman - mining (occupation)","0642.00","Overman - mining","0 - Occupations"
"159354006","Quarry manager (occupation)","0644.00","Quarry manager","0 - Occupations"
"159355007","Manager - well drilling (occupation)","0645.00","Manager - well drilling","0 - Occupations"
"159357004","Public utility manager (occupation)","065Z.00","Manager - public utilities NOS","0 - Occupations"
"159357004","Public utility manager (occupation)","065..00","Managers - public utilities","0 - Occupations"
"159357004","Public utility manager (occupation)","065..11","Public utility managers","0 - Occupations"
"159357004","Public utility manager (occupation)","0654.00","Manager - public utilities","0 - Occupations"
"159359001","Water supply manager (occupation)","0652.00","Manager - water supply","0 - Occupations"
"159360006","Manager electricity production (occupation)","0653.00","Manager-electricity production","0 - Occupations"
"159364002","Traffic manager (occupation)","0661.00","Traffic manager","0 - Occupations"
"159365001","Transport operating manager (occupation)","0662.00","Transport operating manager","0 - Occupations"
"159366000","Transport schedule manager (occupation)","0663.00","Transport schedule manager","0 - Occupations"
"159367009","Harbor master (occupation)","0664.00","Harbour master","0 - Occupations"
"159368004","Dock master (occupation)","0665.00","Dock master","0 - Occupations"
"159369007","Pier master (occupation)","0666.00","Pier master","0 - Occupations"
"159370008","Berthing superintendent (occupation)","0667.00","Berthing superintendant","0 - Occupations"
"159371007","Marine superintendent (occupation)","0668.00","Marine superintendant","0 - Occupations"
"159372000","Ships agent (occupation)","0669.00","Ships agent","0 - Occupations"
"159373005","Airport manager (occupation)","066A.00","Airport manager","0 - Occupations"
"159374004","Station manager - airline (occupation)","066B.00","Station manager - airline","0 - Occupations"
"159375003","Manager - bus/coach station (occupation)","066D.00","Manager - bus/coach station","0 - Occupations"
"159376002","Trainee transport manager (occupation)","066E.00","Trainee transport manager","0 - Occupations"
"159379009","Distribution manager (occupation)","067..11","Distribution manager","0 - Occupations"
"159379009","Distribution manager (occupation)","0671.00","Distribution manager","0 - Occupations"
"159380007","Stock control manager (occupation)","0672.00","Stock control manager","0 - Occupations"
"159380007","Stock control manager (occupation)","067..12","Stock control manager","0 - Occupations"
"159382004","Warehouse manager (occupation)","067..13","Warehouse manager","0 - Occupations"
"159382004","Warehouse manager (occupation)","0674.00","Warehouse manager","0 - Occupations"
"159383009","Manager - loading/unloading (occupation)","0675.00","Manager - loading/unloading","0 - Occupations"
"159385002","Office manager (occupation)","068..00","Office managers","0 - Occupations"
"159385002","Office manager (occupation)","068Z.00","Office manager NOS","0 - Occupations"
