"","code","description","tag"
"534",12262002,"Restless sleep (finding)","finding"
"535",12273009,"Non-rhythmic abnormal eye movement (finding)","finding"
"536",12312009,"Premature infancy (finding)","finding"
"537",12332005,"Pseudologia fantastica (finding)","finding"
"538",12336008,"Referred otalgia (finding)","finding"
"539",12347001,"Disturbance in life pattern associated with family (finding)","finding"
"540",12349003,"Danforth's sign (finding)","finding"
"541",12377007,"Increased central venous pressure (finding)","finding"
"542",12380008,"Sedative, hypnotic AND/OR anxiolytic-induced sexual dysfunction (finding)","finding"
"543",12383005,"Abnormal diaphragmatic movement (finding)","finding"
"544",12431004,"Apgar score 8 (finding)","finding"
"545",12451000,"Optic cupping (finding)","finding"
"546",12479006,"Compulsive behavior (finding)","finding"
"547",12516006,"Normal bile secretion (finding)","finding"
"548",12529006,"Expiratory crackles (finding)","finding"
"549",12531002,"Coarse dispersion (finding)","finding"
"550",12534005,"Unidentified pathogenic bacteria recovered (finding)","finding"
"551",12554006,"Laxity (finding)","finding"
"552",12584003,"Bone pain (finding)","finding"
"553",12619005,"GX grade (finding)","finding"
"554",12631007,"Calcium restricted diet (finding)","finding"
"555",12645001,"Gene amplification (finding)","finding"
"556",12650007,"Disease condition determination, fairly well controlled (finding)","finding"
"557",12653009,"Dysspermatogenic sterility (finding)","finding"
"558",12687004,"Underexertion (finding)","finding"
"559",12720008,"Femininity (finding)","finding"
"560",12763006,"Finding of decreased blood pressure (finding)","finding"
"561",12772003,"Abnormal peripheral vision (finding)","finding"
"562",12774002,"Bacterial colony morphology, entire margin (finding)","finding"
"563",12791003,"Biorhythm dyschronism (finding)","finding"
"564",12803000,"High maternal weight gain (finding)","finding"
"565",12816000,"Bacterial colony size, large (finding)","finding"
"566",12859005,"Trampling (finding)","finding"
"567",12882007,"Coital endurance (finding)","finding"
"568",12905008,"Hypoglycemia diet (finding)","finding"
"569",12929001,"Normal systolic arterial pressure (finding)","finding"
"570",12982008,"Reduced intensity of first heart sound, S>1< (finding)","finding"
"571",13007008,"Normal basophil production (finding)","finding"
"572",13028004,"Abnormal nervous system function (finding)","finding"
"573",13044008,"Associative aphasia (finding)","finding"
"574",13052006,"Waxy flexibility (finding)","finding"
"575",13057000,"Pleuropericardial chest pain (finding)","finding"
"576",13094009,"Apnea in the newborn (finding)","finding"
"577",13103009,"Urine normal odor (finding)","finding"
"578",13104003,"Clinical stage I (finding)","finding"
"579",13106001,"Absence of 2-point discrimination (finding)","finding"
"580",13127006,"Factitious psychosis (finding)","finding"
"581",13164000,"Reduced visual acuity (finding)","finding"
"582",13184001,"Separated (finding)","finding"
"583",13197004,"Contraception (finding)","finding"
"584",13273002,"Postpartum period, 4 days (finding)","finding"
"585",13300001,"Genetic linkage equilibrium (finding)","finding"
"586",13322008,"Postseizure headache (finding)","finding"
"587",13323003,"Apgar score 7 (finding)","finding"
"588",13333006,"Genetic terminator region (finding)","finding"
"589",13352000,"Bidirectional cardiovascular shunt (finding)","finding"
"590",13353005,"Absent pupil reaction (finding)","finding"
"591",13399007,"Victim of sports activities (finding)","finding"
"592",13423002,"Lividity (finding)","finding"
"593",13446000,"Coprolalia (finding)","finding"
"594",13465008,"Bacterial colony elevation, dome shaped (finding)","finding"
"595",13486008,"Ludington's sign (finding)","finding"
"596",13488009,"Bayonet sign (finding)","finding"
"597",13500002,"Electrocerebral silence (finding)","finding"
"598",13543005,"Pressure (finding)","finding"
"599",13603008,"Determination of outcome, death avoidable, error in technique (finding)","finding"
"600",13703002,"No bacterial antibody increase, paired specimens (finding)","finding"
"601",13712000,"Prenatal state of fetus, third trimester (finding)","finding"
"602",13724007,"Increased hair growth (finding)","finding"
"603",13740005,"Powerlessness, low (finding)","finding"
"604",13753008,"Hemifacial spasm (finding)","finding"
"605",13763000,"Gestation period, 34 weeks (finding)","finding"
"606",13791008,"Asthenia (finding)","finding"
"607",13798002,"Gestation period, 38 weeks (finding)","finding"
"608",13859001,"Premature birth of newborn twins (finding)","finding"
"609",13868004,"Para 5 (finding)","finding"
"610",13883009,"Lead breath (finding)","finding"
"611",13897001,"Reticuloendothelial blockade (finding)","finding"
"612",13930000,"Abnormal presence of protein (finding)","finding"
"613",13947004,"Dyserethism (finding)","finding"
"614",13964001,"Iron supplement infant formula (finding)","finding"
"615",14003003,"Monomania (finding)","finding"
"616",14012001,"Common law partnership (finding)","finding"
"617",14028006,"Abnormal thickness (finding)","finding"
"618",14041005,"Deglutition apnea (finding)","finding"
"619",14044002,"Sodium restricted diet, 20 milliequivalents (finding)","finding"
"620",14049007,"Chaussier's sign (finding)","finding"
"621",14058000,"Asynclitism (finding)","finding"
"622",14080002,"Illegitimate pregnancy, life event (finding)","finding"
"623",14150005,"Alteration in comfort: chronic pain (finding)","finding"
"624",14151009,"Hyperesthesia (finding)","finding"
"625",14163004,"Normal endosteal bone formation (finding)","finding"
"626",14205002,"Lithotomy position (finding)","finding"
"627",14209008,"Para 1 (finding)","finding"
"628",14272003,"Premenstrual swelling (finding)","finding"
"629",14286004,"Fornication (finding)","finding"
"630",14302001,"Amenorrhea (finding)","finding"
"631",14310000,"Purulent nasal discharge (finding)","finding"
"632",14345008,"Parent/child conflict (finding)","finding"
"633",14384003,"Postprandial diarrhea (finding)","finding"
"634",14410001,"T3 category (finding)","finding"
"635",14418008,"Precocious pregnancy (finding)","finding"
"636",14466001,"Bread exchange list (finding)","finding"
"637",14483005,"Coarse granular consistency (finding)","finding"
"638",14508001,"Digestive gland sign or symptom (finding)","finding"
"639",14512007,"Palingraphia (finding)","finding"
"640",14520009,"Lid retraction (finding)","finding"
"641",14533003,"Normal voice flexibility (finding)","finding"
"642",14621004,"Anticipatory grief (finding)","finding"
"643",14627000,"Increased protein diet (finding)","finding"
"644",14648003,"Pyramidal sign (finding)","finding"
"645",14661003,"Diminished libido due to mood (finding)","finding"
"646",14662005,"Absence of sweating (finding)","finding"
"647",14686007,"Hemianesthesia (finding)","finding"
"648",14735008,"Hyperosmolarity (finding)","finding"
"649",14755009,"Normal keratinization (finding)","finding"
"650",14760008,"Constipation (finding)","finding"
"651",14848000,"Autoimmune reaction (finding)","finding"
"652",14884007,"Primary oligomenorrhea (finding)","finding"
"653",14895001,"Fat exchange list (finding)","finding"
"654",14915001,"Gene dosage compensation (finding)","finding"
"655",14926007,"pM1 category (finding)","finding"
"656",14927003,"International Federation of Gynecology and Obstetrics vulvar carcinoma stage II (finding)","finding"
"657",14998000,"Hematopoietic maturation arrest (finding)","finding"
"658",15028002,"Abnormal fetal presentation (finding)","finding"
"659",15037002,"Formication (finding)","finding"
"660",15076001,"pN2 category (finding)","finding"
"661",15100005,"Postpartum state, 2 weeks (finding)","finding"
"662",15108003,"Restricted fiber diet (finding)","finding"
"663",15111002,"Pelger-Huët cell (finding)","finding"
"664",15128004,"Regional ventilation differences due to unequal bronchial pathway lengths (finding)","finding"
"665",15137004,"Normal radial pulse (finding)","finding"
"666",15157000,"Cardiac murmur, intensity grade III/VI (finding)","finding"
"667",15160007,"Virilization (finding)","finding"
"668",15173006,"Rare organisms (finding)","finding"
"669",15177007,"Apoplectic vertigo (finding)","finding"
"670",15195005,"Disability evaluation, disability 70% (finding)","finding"
"671",15212002,"Abnormal macromolecular binding (finding)","finding"
"672",15232001,"Increased vascular markings of lung (finding)","finding"
"673",15252000,"Machinery murmur (finding)","finding"
"674",15268006,"Abnormal presence of galactose (finding)","finding"
"675",15280003,"Decreased bowel sounds (finding)","finding"
"676",15296000,"Sterility (finding)","finding"
"677",15311007,"Erichsen's sign (finding)","finding"
"678",15362005,"Hyperalimentation formula for severe diarrhea (finding)","finding"
"679",15384005,"Erotic stimulus (finding)","finding"
"680",15405008,"Late ejaculation (finding)","finding"
"681",15454001,"Increased size (finding)","finding"
"682",15462009,"Arcuate scotoma (finding)","finding"
"683",15467003,"Term birth of identical twins, both living (finding)","finding"
"684",15510009,"Increased frequency of defecation (finding)","finding"
"685",15520004,"Breathy whispered-intermittent group (finding)","finding"
"686",15540006,"International Federation of Gynecology and Obstetrics cervical cancer stage I (finding)","finding"
"687",15542003,"Clinical stage I C (finding)","finding"
"688",15547009,"Decreased granulocyte production (finding)","finding"
"689",15592002,"Previous pregnancy 1 (finding)","finding"
"690",15601008,"Intravascular hemolysis (finding)","finding"
"691",15633004,"Gestation period, 16 weeks (finding)","finding"
"692",15638008,"Motor amusia (finding)","finding"
"693",15656008,"Morphologic diagnosis deferred (finding)","finding"
"694",15692007,"Right lateral brow position (finding)","finding"
"695",15721002,"Protein supplementary feedings diet (finding)","finding"
"696",15803009,"Bladder pain (finding)","finding"
"697",15859004,"Chronic hemodialysis diet (finding)","finding"
"698",15863006,"Conflict (finding)","finding"
"699",15867007,"Intersexuality (finding)","finding"
"700",15880005,"Paraphrasia (finding)","finding"
"701",15898009,"Third stage of labor (finding)","finding"
"702",15899001,"Increased pancreatic secretion (finding)","finding"
"703",15976004,"Abnormal circadian rhythm (finding)","finding"
"704",15981008,"Increased desquamation (finding)","finding"
"705",15993004,"Alveolar hypoventilation (finding)","finding"
"706",16001004,"Otalgia (finding)","finding"
"707",16002006,"Abnormal exchange of solutes of cerebrospinal fluid (finding)","finding"
"708",16013009,"Hyperalimentation formula for short bowel syndrome (finding)","finding"
"709",16021003,"Artifact due to freezing (finding)","finding"
"710",16034002,"Clark melanoma level 5 (finding)","finding"
"711",16039007,"Hysterical amnesia (finding)","finding"
"712",16046003,"Muscle rigidity (finding)","finding"
"713",16124009,"Sexual inadequacy (finding)","finding"
"714",16170002,"Musical alexia (finding)","finding"
"715",16192003,"Superovulation (finding)","finding"
"716",16207008,"Postmature infancy (finding)","finding"
"717",16208003,"Low fat diet (finding)","finding"
"718",16237004,"Fluctuation (finding)","finding"
"719",16249003,"Synclitism (finding)","finding"
"720",16266001,"Voice abuse (finding)","finding"
"721",16268000,"Bowel sounds absent (finding)","finding"
"722",16269008,"Neuralgia (finding)","finding"
"723",16289009,"Bacterial growth in animal culture (finding)","finding"
"724",16315008,"Depolymerization (finding)","finding"
"725",16320008,"Feeling mixed emotions (finding)","finding"
"726",16328001,"Regional ventilation differences due to unequal stress (finding)","finding"
"727",16331000,"Heartburn (finding)","finding"
"728",16345006,"Weak G phenotype (finding)","finding"
"729",16347003,"Patient status determination, moderately worse (finding)","finding"
"730",16386004,"Dry skin (finding)","finding"
"731",16387008,"Victim of civil warfare (finding)","finding"
"732",16399001,"Difficulty coping with pain (finding)","finding"
"733",16412007,"Pathologic change of voice (finding)","finding"
"734",16426003,"General body function unknown (finding)","finding"
"735",16430000,"Oral psychosexual phase (finding)","finding"
"736",16457003,"Disability evaluation, disability 65% (finding)","finding"
"737",16487009,"Female adolescent sexual promiscuity (finding)","finding"
"738",16513000,"Postcordotomy pain (finding)","finding"
"739",16514006,"Moist skin (finding)","finding"
"740",16538005,"Early postpartum state (finding)","finding"
"741",16539002,"Increased skin sensitivity (finding)","finding"
"742",16601003,"Bacterial colony consistency, viscous (finding)","finding"
"743",16611005,"Relative frigidity (finding)","finding"
"744",16702001,"Admission certification denied (finding)","finding"
"745",16735006,"Avoidance coping (finding)","finding"
"746",16737003,"Abnormal vocal intensity (finding)","finding"
